Haupt_oder_Linktabelle;Name_der_Tabelle;Name_des_Felds;Datentyp;Sprechender_Tabellenname;Sprechender_Feldname
LINK;R12CRID12CRCONF;MASTERPK;VARCHAR2(50);r12CRID12CRCONF;MasterPk.r12CRID12CRCONF
LINK;R12CRID12CRCONF;OFFLINEDATA;NUMBER(1,0);r12CRID12CRCONF;OfflineData.r12CRID12CRCONF
LINK;R12CRID12CRCONF;PK;VARCHAR2(50);r12CRID12CRCONF;Pk.r12CRID12CRCONF
LINK;R12CRID12CRCONF;RIGHTPK;VARCHAR2(50);r12CRID12CRCONF;RightPk.r12CRID12CRCONF
LINK;R12CRID12CRCONF;SLAVEPK;VARCHAR2(50);r12CRID12CRCONF;SlavePk.r12CRID12CRCONF
LINK;R12CRID12CRCONF;STATUS;VARCHAR2(50);r12CRID12CRCONF;Status.r12CRID12CRCONF
LINK;R12CRID12CRCONF;UPDATEDATE;DATE;r12CRID12CRCONF;UpdateDate.r12CRID12CRCONF
LINK;R12CRID12CRCONF;UPDATEUSER;NVARCHAR2(50);r12CRID12CRCONF;UpdateUser.r12CRID12CRCONF
LINK;R12CRID12CRCONF;WFINSTANCEID;VARCHAR2(50);r12CRID12CRCONF;WFInstanceId.r12CRID12CRCONF
LINK;R12CRMAN12CRCONF;ACTIVE;NUMBER(1,0);r12CRMAN12CRCONF;Active.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;CLIENTNO;FLOAT;r12CRMAN12CRCONF;ClientNo.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;CREATEDATE;DATE;r12CRMAN12CRCONF;CreateDate.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;CREATEUSER;NVARCHAR2(50);r12CRMAN12CRCONF;CreateUser.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;MASSDATA;NUMBER(1,0);r12CRMAN12CRCONF;MassData.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;MASTERPK;VARCHAR2(50);r12CRMAN12CRCONF;MasterPk.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;OFFLINEDATA;NUMBER(1,0);r12CRMAN12CRCONF;OfflineData.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;PK;VARCHAR2(50);r12CRMAN12CRCONF;Pk.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;RIGHTPK;VARCHAR2(50);r12CRMAN12CRCONF;RightPk.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;SLAVEPK;VARCHAR2(50);r12CRMAN12CRCONF;SlavePk.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;STATUS;VARCHAR2(50);r12CRMAN12CRCONF;Status.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;UPDATEDATE;DATE;r12CRMAN12CRCONF;UpdateDate.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;UPDATEUSER;NVARCHAR2(50);r12CRMAN12CRCONF;UpdateUser.r12CRMAN12CRCONF
LINK;R12CRMAN12CRCONF;WFINSTANCEID;VARCHAR2(50);r12CRMAN12CRCONF;WFInstanceId.r12CRMAN12CRCONF
LINK;R12ENERV12RATY;ACTIVE;NUMBER(1,0);r12ENERV12RATY;Active.r12ENERV12RATY
LINK;R12ENERV12RATY;CLIENTNO;FLOAT;r12ENERV12RATY;ClientNo.r12ENERV12RATY
LINK;R12ENERV12RATY;CREATEDATE;DATE;r12ENERV12RATY;CreateDate.r12ENERV12RATY
LINK;R12ENERV12RATY;CREATEUSER;NVARCHAR2(50);r12ENERV12RATY;CreateUser.r12ENERV12RATY
LINK;R12ENERV12RATY;MASSDATA;NUMBER(1,0);r12ENERV12RATY;MassData.r12ENERV12RATY
LINK;R12ENERV12RATY;MASTERPK;VARCHAR2(50);r12ENERV12RATY;MasterPk.r12ENERV12RATY
LINK;R12ENERV12RATY;OFFLINEDATA;NUMBER(1,0);r12ENERV12RATY;OfflineData.r12ENERV12RATY
LINK;R12ENERV12RATY;PK;VARCHAR2(50);r12ENERV12RATY;Pk.r12ENERV12RATY
LINK;R12ENERV12RATY;RIGHTPK;VARCHAR2(50);r12ENERV12RATY;RightPk.r12ENERV12RATY
LINK;R12ENERV12RATY;SLAVEPK;VARCHAR2(50);r12ENERV12RATY;SlavePk.r12ENERV12RATY
LINK;R12ENERV12RATY;STATUS;VARCHAR2(50);r12ENERV12RATY;Status.r12ENERV12RATY
LINK;R12ENERV12RATY;UPDATEDATE;DATE;r12ENERV12RATY;UpdateDate.r12ENERV12RATY
LINK;R12ENERV12RATY;UPDATEUSER;NVARCHAR2(50);r12ENERV12RATY;UpdateUser.r12ENERV12RATY
LINK;R12ENERV12RATY;WFINSTANCEID;VARCHAR2(50);r12ENERV12RATY;WFInstanceId.r12ENERV12RATY
LINK;R12GASV12RATY;ACTIVE;NUMBER(1,0);r12GASV12RATY;Active.r12GASV12RATY
LINK;R12GASV12RATY;CLIENTNO;FLOAT;r12GASV12RATY;ClientNo.r12GASV12RATY
LINK;R12GASV12RATY;CREATEDATE;DATE;r12GASV12RATY;CreateDate.r12GASV12RATY
LINK;R12GASV12RATY;CREATEUSER;NVARCHAR2(50);r12GASV12RATY;CreateUser.r12GASV12RATY
LINK;R12GASV12RATY;MASSDATA;NUMBER(1,0);r12GASV12RATY;MassData.r12GASV12RATY
LINK;R12GASV12RATY;MASTERPK;VARCHAR2(50);r12GASV12RATY;MasterPk.r12GASV12RATY
LINK;R12GASV12RATY;OFFLINEDATA;NUMBER(1,0);r12GASV12RATY;OfflineData.r12GASV12RATY
LINK;R12GASV12RATY;PK;VARCHAR2(50);r12GASV12RATY;Pk.r12GASV12RATY
LINK;R12GASV12RATY;RIGHTPK;VARCHAR2(50);r12GASV12RATY;RightPk.r12GASV12RATY
LINK;R12GASV12RATY;SLAVEPK;VARCHAR2(50);r12GASV12RATY;SlavePk.r12GASV12RATY
LINK;R12GASV12RATY;STATUS;VARCHAR2(50);r12GASV12RATY;Status.r12GASV12RATY
LINK;R12GASV12RATY;UPDATEDATE;DATE;r12GASV12RATY;UpdateDate.r12GASV12RATY
LINK;R12GASV12RATY;UPDATEUSER;NVARCHAR2(50);r12GASV12RATY;UpdateUser.r12GASV12RATY
LINK;R12GASV12RATY;WFINSTANCEID;VARCHAR2(50);r12GASV12RATY;WFInstanceId.r12GASV12RATY
LINK;R12INACCAC;ACTIVE;NUMBER(1,0);r12INACCAc;Active.r12INACCAc
LINK;R12INACCAC;CLIENTNO;FLOAT;r12INACCAc;ClientNo.r12INACCAc
LINK;R12INACCAC;CREATEDATE;DATE;r12INACCAc;CreateDate.r12INACCAc
LINK;R12INACCAC;CREATEUSER;NVARCHAR2(50);r12INACCAc;CreateUser.r12INACCAc
LINK;R12INACCAC;MASSDATA;NUMBER(1,0);r12INACCAc;MassData.r12INACCAc
LINK;R12INACCAC;MASTERPK;VARCHAR2(50);r12INACCAc;MasterPk.r12INACCAc
LINK;R12INACCAC;OFFLINEDATA;NUMBER(1,0);r12INACCAc;OfflineData.r12INACCAc
LINK;R12INACCAC;PK;VARCHAR2(50);r12INACCAc;Pk.r12INACCAc
LINK;R12INACCAC;RIGHTPK;VARCHAR2(50);r12INACCAc;RightPk.r12INACCAc
LINK;R12INACCAC;SLAVEPK;VARCHAR2(50);r12INACCAc;SlavePk.r12INACCAc
LINK;R12INACCAC;STATUS;VARCHAR2(50);r12INACCAc;Status.r12INACCAc
LINK;R12INACCAC;UPDATEDATE;DATE;r12INACCAc;UpdateDate.r12INACCAc
LINK;R12INACCAC;UPDATEUSER;NVARCHAR2(50);r12INACCAc;UpdateUser.r12INACCAc
LINK;R12INACCAC;WFINSTANCEID;VARCHAR2(50);r12INACCAc;WFInstanceId.r12INACCAc
LINK;R12INACCCADILI;ACTIVE;NUMBER(1,0);r12INACCCaDiLi;Active.r12INACCCaDiLi
LINK;R12INACCCADILI;CLIENTNO;FLOAT;r12INACCCaDiLi;ClientNo.r12INACCCaDiLi
LINK;R12INACCCADILI;CREATEDATE;DATE;r12INACCCaDiLi;CreateDate.r12INACCCaDiLi
LINK;R12INACCCADILI;CREATEUSER;NVARCHAR2(50);r12INACCCaDiLi;CreateUser.r12INACCCaDiLi
LINK;R12INACCCADILI;MASSDATA;NUMBER(1,0);r12INACCCaDiLi;MassData.r12INACCCaDiLi
LINK;R12INACCCADILI;MASTERPK;VARCHAR2(50);r12INACCCaDiLi;MasterPk.r12INACCCaDiLi
LINK;R12INACCCADILI;OFFLINEDATA;NUMBER(1,0);r12INACCCaDiLi;OfflineData.r12INACCCaDiLi
LINK;R12INACCCADILI;PK;VARCHAR2(50);r12INACCCaDiLi;Pk.r12INACCCaDiLi
LINK;R12INACCCADILI;RIGHTPK;VARCHAR2(50);r12INACCCaDiLi;RightPk.r12INACCCaDiLi
LINK;R12INACCCADILI;SLAVEPK;VARCHAR2(50);r12INACCCaDiLi;SlavePk.r12INACCCaDiLi
LINK;R12INACCCADILI;STATUS;VARCHAR2(50);r12INACCCaDiLi;Status.r12INACCCaDiLi
LINK;R12INACCCADILI;UPDATEDATE;DATE;r12INACCCaDiLi;UpdateDate.r12INACCCaDiLi
LINK;R12INACCCADILI;UPDATEUSER;NVARCHAR2(50);r12INACCCaDiLi;UpdateUser.r12INACCCaDiLi
LINK;R12INACCCADILI;WFINSTANCEID;VARCHAR2(50);r12INACCCaDiLi;WFInstanceId.r12INACCCaDiLi
LINK;R12INACCDO;ACTIVE;NUMBER(1,0);r12INACCDo;Active.r12INACCDo
LINK;R12INACCDO;CLIENTNO;FLOAT;r12INACCDo;ClientNo.r12INACCDo
LINK;R12INACCDO;CREATEDATE;DATE;r12INACCDo;CreateDate.r12INACCDo
LINK;R12INACCDO;CREATEUSER;NVARCHAR2(50);r12INACCDo;CreateUser.r12INACCDo
LINK;R12INACCDO;MASSDATA;NUMBER(1,0);r12INACCDo;MassData.r12INACCDo
LINK;R12INACCDO;MASTERPK;VARCHAR2(50);r12INACCDo;MasterPk.r12INACCDo
LINK;R12INACCDO;OFFLINEDATA;NUMBER(1,0);r12INACCDo;OfflineData.r12INACCDo
LINK;R12INACCDO;PK;VARCHAR2(50);r12INACCDo;Pk.r12INACCDo
LINK;R12INACCDO;RIGHTPK;VARCHAR2(50);r12INACCDo;RightPk.r12INACCDo
LINK;R12INACCDO;SLAVEPK;VARCHAR2(50);r12INACCDo;SlavePk.r12INACCDo
LINK;R12INACCDO;STATUS;VARCHAR2(50);r12INACCDo;Status.r12INACCDo
LINK;R12INACCDO;UPDATEDATE;DATE;r12INACCDo;UpdateDate.r12INACCDo
LINK;R12INACCDO;UPDATEUSER;NVARCHAR2(50);r12INACCDo;UpdateUser.r12INACCDo
LINK;R12INACCDO;WFINSTANCEID;VARCHAR2(50);r12INACCDo;WFInstanceId.r12INACCDo
LINK;R12INACCNO;ACTIVE;NUMBER(1,0);r12INACCNo;Active.r12INACCNo
LINK;R12INACCNO;CLIENTNO;FLOAT;r12INACCNo;ClientNo.r12INACCNo
LINK;R12INACCNO;CREATEDATE;DATE;r12INACCNo;CreateDate.r12INACCNo
LINK;R12INACCNO;CREATEUSER;NVARCHAR2(50);r12INACCNo;CreateUser.r12INACCNo
LINK;R12INACCNO;MASSDATA;NUMBER(1,0);r12INACCNo;MassData.r12INACCNo
LINK;R12INACCNO;MASTERPK;VARCHAR2(50);r12INACCNo;MasterPk.r12INACCNo
LINK;R12INACCNO;OFFLINEDATA;NUMBER(1,0);r12INACCNo;OfflineData.r12INACCNo
LINK;R12INACCNO;PK;VARCHAR2(50);r12INACCNo;Pk.r12INACCNo
LINK;R12INACCNO;RIGHTPK;VARCHAR2(50);r12INACCNo;RightPk.r12INACCNo
LINK;R12INACCNO;SLAVEPK;VARCHAR2(50);r12INACCNo;SlavePk.r12INACCNo
LINK;R12INACCNO;STATUS;VARCHAR2(50);r12INACCNo;Status.r12INACCNo
LINK;R12INACCNO;UPDATEDATE;DATE;r12INACCNo;UpdateDate.r12INACCNo
LINK;R12INACCNO;UPDATEUSER;NVARCHAR2(50);r12INACCNo;UpdateUser.r12INACCNo
LINK;R12INACCNO;WFINSTANCEID;VARCHAR2(50);r12INACCNo;WFInstanceId.r12INACCNo
LINK;R12INACCPJ;ACTIVE;NUMBER(1,0);-;-
LINK;R12INACCPJ;CLIENTNO;FLOAT;-;-
LINK;R12INACCPJ;CREATEDATE;DATE;-;-
LINK;R12INACCPJ;CREATEUSER;NVARCHAR2(50);-;-
LINK;R12INACCPJ;MASSDATA;NUMBER(1,0);-;-
LINK;R12INACCPJ;MASTERPK;VARCHAR2(50);-;-
LINK;R12INACCPJ;OFFLINEDATA;NUMBER(1,0);-;-
LINK;R12INACCPJ;PK;VARCHAR2(50);-;-
LINK;R12INACCPJ;RIGHTPK;VARCHAR2(50);-;-
LINK;R12INACCPJ;SLAVEPK;VARCHAR2(50);-;-
LINK;R12INACCPJ;STATUS;VARCHAR2(50);-;-
LINK;R12INACCPJ;UPDATEDATE;DATE;-;-
LINK;R12INACCPJ;UPDATEUSER;NVARCHAR2(50);-;-
LINK;R12INACCPJ;WFINSTANCEID;VARCHAR2(50);-;-
LINK;R12INACCQU;ACTIVE;NUMBER(1,0);r12INACCQu;Active.r12INACCQu
LINK;R12INACCQU;CLIENTNO;FLOAT;r12INACCQu;ClientNo.r12INACCQu
LINK;R12INACCQU;CREATEDATE;DATE;r12INACCQu;CreateDate.r12INACCQu
LINK;R12INACCQU;CREATEUSER;NVARCHAR2(50);r12INACCQu;CreateUser.r12INACCQu
LINK;R12INACCQU;MASSDATA;NUMBER(1,0);r12INACCQu;MassData.r12INACCQu
LINK;R12INACCQU;MASTERPK;VARCHAR2(50);r12INACCQu;MasterPk.r12INACCQu
LINK;R12INACCQU;OFFLINEDATA;NUMBER(1,0);r12INACCQu;OfflineData.r12INACCQu
LINK;R12INACCQU;PK;VARCHAR2(50);r12INACCQu;Pk.r12INACCQu
LINK;R12INACCQU;RIGHTPK;VARCHAR2(50);r12INACCQu;RightPk.r12INACCQu
LINK;R12INACCQU;SLAVEPK;VARCHAR2(50);r12INACCQu;SlavePk.r12INACCQu
LINK;R12INACCQU;STATUS;VARCHAR2(50);r12INACCQu;Status.r12INACCQu
LINK;R12INACCQU;UPDATEDATE;DATE;r12INACCQu;UpdateDate.r12INACCQu
LINK;R12INACCQU;UPDATEUSER;NVARCHAR2(50);r12INACCQu;UpdateUser.r12INACCQu
LINK;R12INACCQU;WFINSTANCEID;VARCHAR2(50);r12INACCQu;WFInstanceId.r12INACCQu
LINK;R12MC12MF;ACTIVE;NUMBER(1,0);r12MC12MF;Active.r12MC12MF
LINK;R12MC12MF;CLIENTNO;FLOAT;r12MC12MF;ClientNo.r12MC12MF
LINK;R12MC12MF;CREATEDATE;DATE;r12MC12MF;CreateDate.r12MC12MF
LINK;R12MC12MF;CREATEUSER;NVARCHAR2(50);r12MC12MF;CreateUser.r12MC12MF
LINK;R12MC12MF;MASSDATA;NUMBER(1,0);r12MC12MF;MassData.r12MC12MF
LINK;R12MC12MF;MASTERPK;VARCHAR2(50);r12MC12MF;MasterPk.r12MC12MF
LINK;R12MC12MF;OFFLINEDATA;NUMBER(1,0);r12MC12MF;OfflineData.r12MC12MF
LINK;R12MC12MF;PK;VARCHAR2(50);r12MC12MF;Pk.r12MC12MF
LINK;R12MC12MF;RIGHTPK;VARCHAR2(50);r12MC12MF;RightPk.r12MC12MF
LINK;R12MC12MF;SLAVEPK;VARCHAR2(50);r12MC12MF;SlavePk.r12MC12MF
LINK;R12MC12MF;STATUS;VARCHAR2(50);r12MC12MF;Status.r12MC12MF
LINK;R12MC12MF;UPDATEDATE;DATE;r12MC12MF;UpdateDate.r12MC12MF
LINK;R12MC12MF;UPDATEUSER;NVARCHAR2(50);r12MC12MF;UpdateUser.r12MC12MF
LINK;R12MC12MF;WFINSTANCEID;VARCHAR2(50);r12MC12MF;WFInstanceId.r12MC12MF
LINK;R12METREMEDE;ACTIVE;NUMBER(1,0);r12metreMeDe;Active.r12metreMeDe
LINK;R12METREMEDE;CLIENTNO;FLOAT;r12metreMeDe;ClientNo.r12metreMeDe
LINK;R12METREMEDE;CREATEDATE;DATE;r12metreMeDe;CreateDate.r12metreMeDe
LINK;R12METREMEDE;CREATEUSER;NVARCHAR2(50);r12metreMeDe;CreateUser.r12metreMeDe
LINK;R12METREMEDE;MASSDATA;NUMBER(1,0);r12metreMeDe;MassData.r12metreMeDe
LINK;R12METREMEDE;MASTERPK;VARCHAR2(50);r12metreMeDe;MasterPk.r12metreMeDe
LINK;R12METREMEDE;OFFLINEDATA;NUMBER(1,0);r12metreMeDe;OfflineData.r12metreMeDe
LINK;R12METREMEDE;PK;VARCHAR2(50);r12metreMeDe;Pk.r12metreMeDe
LINK;R12METREMEDE;RIGHTPK;VARCHAR2(50);r12metreMeDe;RightPk.r12metreMeDe
LINK;R12METREMEDE;SLAVEPK;VARCHAR2(50);r12metreMeDe;SlavePk.r12metreMeDe
LINK;R12METREMEDE;STATUS;VARCHAR2(50);r12metreMeDe;Status.r12metreMeDe
LINK;R12METREMEDE;UPDATEDATE;DATE;r12metreMeDe;UpdateDate.r12metreMeDe
LINK;R12METREMEDE;UPDATEUSER;NVARCHAR2(50);r12metreMeDe;UpdateUser.r12metreMeDe
LINK;R12METREMEDE;WFINSTANCEID;VARCHAR2(50);r12metreMeDe;WFInstanceId.r12metreMeDe
LINK;R12PR12INACC;ACTIVE;NUMBER(1,0);r12PR12INACC;Active.r12PR12INACC
LINK;R12PR12INACC;CLIENTNO;FLOAT;r12PR12INACC;ClientNo.r12PR12INACC
LINK;R12PR12INACC;CREATEDATE;DATE;r12PR12INACC;CreateDate.r12PR12INACC
LINK;R12PR12INACC;CREATEUSER;NVARCHAR2(50);r12PR12INACC;CreateUser.r12PR12INACC
LINK;R12PR12INACC;MASSDATA;NUMBER(1,0);r12PR12INACC;MassData.r12PR12INACC
LINK;R12PR12INACC;MASTERPK;VARCHAR2(50);r12PR12INACC;MasterPk.r12PR12INACC
LINK;R12PR12INACC;OFFLINEDATA;NUMBER(1,0);r12PR12INACC;OfflineData.r12PR12INACC
LINK;R12PR12INACC;PK;VARCHAR2(50);r12PR12INACC;Pk.r12PR12INACC
LINK;R12PR12INACC;RIGHTPK;VARCHAR2(50);r12PR12INACC;RightPk.r12PR12INACC
LINK;R12PR12INACC;SLAVEPK;VARCHAR2(50);r12PR12INACC;SlavePk.r12PR12INACC
LINK;R12PR12INACC;STATUS;VARCHAR2(50);r12PR12INACC;Status.r12PR12INACC
LINK;R12PR12INACC;UPDATEDATE;DATE;r12PR12INACC;UpdateDate.r12PR12INACC
LINK;R12PR12INACC;UPDATEUSER;NVARCHAR2(50);r12PR12INACC;UpdateUser.r12PR12INACC
LINK;R12PR12INACC;WFINSTANCEID;VARCHAR2(50);r12PR12INACC;WFInstanceId.r12PR12INACC
LINK;R12PRAC;ACTIVE;NUMBER(1,0);r12PRAc;Active.r12PRAc
LINK;R12PRAC;CLIENTNO;FLOAT;r12PRAc;ClientNo.r12PRAc
LINK;R12PRAC;CREATEDATE;DATE;r12PRAc;CreateDate.r12PRAc
LINK;R12PRAC;CREATEUSER;NVARCHAR2(50);r12PRAc;CreateUser.r12PRAc
LINK;R12PRAC;MASSDATA;NUMBER(1,0);r12PRAc;MassData.r12PRAc
LINK;R12PRAC;MASTERPK;VARCHAR2(50);r12PRAc;MasterPk.r12PRAc
LINK;R12PRAC;OFFLINEDATA;NUMBER(1,0);r12PRAc;OfflineData.r12PRAc
LINK;R12PRAC;PK;VARCHAR2(50);r12PRAc;Pk.r12PRAc
LINK;R12PRAC;RIGHTPK;VARCHAR2(50);r12PRAc;RightPk.r12PRAc
LINK;R12PRAC;SLAVEPK;VARCHAR2(50);r12PRAc;SlavePk.r12PRAc
LINK;R12PRAC;STATUS;VARCHAR2(50);r12PRAc;Status.r12PRAc
LINK;R12PRAC;UPDATEDATE;DATE;r12PRAc;UpdateDate.r12PRAc
LINK;R12PRAC;UPDATEUSER;NVARCHAR2(50);r12PRAc;UpdateUser.r12PRAc
LINK;R12PRAC;WFINSTANCEID;VARCHAR2(50);r12PRAc;WFInstanceId.r12PRAc
LINK;R12PRCU;ACTIVE;NUMBER(1,0);r12PRCu;Active.r12PRCu
LINK;R12PRCU;CLIENTNO;FLOAT;r12PRCu;ClientNo.r12PRCu
LINK;R12PRCU;CREATEDATE;DATE;r12PRCu;CreateDate.r12PRCu
LINK;R12PRCU;CREATEUSER;NVARCHAR2(50);r12PRCu;CreateUser.r12PRCu
LINK;R12PRCU;MASSDATA;NUMBER(1,0);r12PRCu;MassData.r12PRCu
LINK;R12PRCU;MASTERPK;VARCHAR2(50);r12PRCu;MasterPk.r12PRCu
LINK;R12PRCU;OFFLINEDATA;NUMBER(1,0);r12PRCu;OfflineData.r12PRCu
LINK;R12PRCU;PK;VARCHAR2(50);r12PRCu;Pk.r12PRCu
LINK;R12PRCU;RIGHTPK;VARCHAR2(50);r12PRCu;RightPk.r12PRCu
LINK;R12PRCU;SLAVEPK;VARCHAR2(50);r12PRCu;SlavePk.r12PRCu
LINK;R12PRCU;STATUS;VARCHAR2(50);r12PRCu;Status.r12PRCu
LINK;R12PRCU;UPDATEDATE;DATE;r12PRCu;UpdateDate.r12PRCu
LINK;R12PRCU;UPDATEUSER;NVARCHAR2(50);r12PRCu;UpdateUser.r12PRCu
LINK;R12PRCU;WFINSTANCEID;VARCHAR2(50);r12PRCu;WFInstanceId.r12PRCu
LINK;R12PRDO;ACTIVE;NUMBER(1,0);r12PRDo;Active.r12PRDo
LINK;R12PRDO;CLIENTNO;FLOAT;r12PRDo;ClientNo.r12PRDo
LINK;R12PRDO;CREATEDATE;DATE;r12PRDo;CreateDate.r12PRDo
LINK;R12PRDO;CREATEUSER;NVARCHAR2(50);r12PRDo;CreateUser.r12PRDo
LINK;R12PRDO;MASSDATA;NUMBER(1,0);r12PRDo;MassData.r12PRDo
LINK;R12PRDO;MASTERPK;VARCHAR2(50);r12PRDo;MasterPk.r12PRDo
LINK;R12PRDO;OFFLINEDATA;NUMBER(1,0);r12PRDo;OfflineData.r12PRDo
LINK;R12PRDO;PK;VARCHAR2(50);r12PRDo;Pk.r12PRDo
LINK;R12PRDO;RIGHTPK;VARCHAR2(50);r12PRDo;RightPk.r12PRDo
LINK;R12PRDO;SLAVEPK;VARCHAR2(50);r12PRDo;SlavePk.r12PRDo
LINK;R12PRDO;STATUS;VARCHAR2(50);r12PRDo;Status.r12PRDo
LINK;R12PRDO;UPDATEDATE;DATE;r12PRDo;UpdateDate.r12PRDo
LINK;R12PRDO;UPDATEUSER;NVARCHAR2(50);r12PRDo;UpdateUser.r12PRDo
LINK;R12PRDO;WFINSTANCEID;VARCHAR2(50);r12PRDo;WFInstanceId.r12PRDo
LINK;R12REGARAC;ACTIVE;NUMBER(1,0);r12REGARAc;Active.r12REGARAc
LINK;R12REGARAC;CLIENTNO;FLOAT;r12REGARAc;ClientNo.r12REGARAc
LINK;R12REGARAC;CREATEDATE;DATE;r12REGARAc;CreateDate.r12REGARAc
LINK;R12REGARAC;CREATEUSER;NVARCHAR2(50);r12REGARAc;CreateUser.r12REGARAc
LINK;R12REGARAC;MASSDATA;NUMBER(1,0);r12REGARAc;MassData.r12REGARAc
LINK;R12REGARAC;MASTERPK;VARCHAR2(50);r12REGARAc;MasterPk.r12REGARAc
LINK;R12REGARAC;OFFLINEDATA;NUMBER(1,0);r12REGARAc;OfflineData.r12REGARAc
LINK;R12REGARAC;PK;VARCHAR2(50);r12REGARAc;Pk.r12REGARAc
LINK;R12REGARAC;RIGHTPK;VARCHAR2(50);r12REGARAc;RightPk.r12REGARAc
LINK;R12REGARAC;SLAVEPK;VARCHAR2(50);r12REGARAc;SlavePk.r12REGARAc
LINK;R12REGARAC;STATUS;VARCHAR2(50);r12REGARAc;Status.r12REGARAc
LINK;R12REGARAC;UPDATEDATE;DATE;r12REGARAc;UpdateDate.r12REGARAc
LINK;R12REGARAC;UPDATEUSER;NVARCHAR2(50);r12REGARAc;UpdateUser.r12REGARAc
LINK;R12REGARAC;WFINSTANCEID;VARCHAR2(50);r12REGARAc;WFInstanceId.r12REGARAc
LINK;R12REGARDO;ACTIVE;NUMBER(1,0);r12REGARDo;Active.r12REGARDo
LINK;R12REGARDO;CLIENTNO;FLOAT;r12REGARDo;ClientNo.r12REGARDo
LINK;R12REGARDO;CREATEDATE;DATE;r12REGARDo;CreateDate.r12REGARDo
LINK;R12REGARDO;CREATEUSER;NVARCHAR2(50);r12REGARDo;CreateUser.r12REGARDo
LINK;R12REGARDO;MASSDATA;NUMBER(1,0);r12REGARDo;MassData.r12REGARDo
LINK;R12REGARDO;MASTERPK;VARCHAR2(50);r12REGARDo;MasterPk.r12REGARDo
LINK;R12REGARDO;OFFLINEDATA;NUMBER(1,0);r12REGARDo;OfflineData.r12REGARDo
LINK;R12REGARDO;PK;VARCHAR2(50);r12REGARDo;Pk.r12REGARDo
LINK;R12REGARDO;RIGHTPK;VARCHAR2(50);r12REGARDo;RightPk.r12REGARDo
LINK;R12REGARDO;SLAVEPK;VARCHAR2(50);r12REGARDo;SlavePk.r12REGARDo
LINK;R12REGARDO;STATUS;VARCHAR2(50);r12REGARDo;Status.r12REGARDo
LINK;R12REGARDO;UPDATEDATE;DATE;r12REGARDo;UpdateDate.r12REGARDo
LINK;R12REGARDO;UPDATEUSER;NVARCHAR2(50);r12REGARDo;UpdateUser.r12REGARDo
LINK;R12REGARDO;WFINSTANCEID;VARCHAR2(50);r12REGARDo;WFInstanceId.r12REGARDo
LINK;R12RTIS12SRVPR;ACTIVE;NUMBER(1,0);r12RTIS12SRVPR;Active.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;CLIENTNO;FLOAT;r12RTIS12SRVPR;ClientNo.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;CREATEDATE;DATE;r12RTIS12SRVPR;CreateDate.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;CREATEUSER;NVARCHAR2(50);r12RTIS12SRVPR;CreateUser.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;MASSDATA;NUMBER(1,0);r12RTIS12SRVPR;MassData.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;MASTERPK;VARCHAR2(50);r12RTIS12SRVPR;MasterPk.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;OFFLINEDATA;NUMBER(1,0);r12RTIS12SRVPR;OfflineData.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;PK;VARCHAR2(50);r12RTIS12SRVPR;Pk.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;RIGHTPK;VARCHAR2(50);r12RTIS12SRVPR;RightPk.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;SLAVEPK;VARCHAR2(50);r12RTIS12SRVPR;SlavePk.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;STATUS;VARCHAR2(50);r12RTIS12SRVPR;Status.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;UPDATEDATE;DATE;r12RTIS12SRVPR;UpdateDate.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;UPDATEUSER;NVARCHAR2(50);r12RTIS12SRVPR;UpdateUser.r12RTIS12SRVPR
LINK;R12RTIS12SRVPR;WFINSTANCEID;VARCHAR2(50);r12RTIS12SRVPR;WFInstanceId.r12RTIS12SRVPR
LINK;R12RTISCAPH;ACTIVE;NUMBER(1,0);-;-
LINK;R12RTISCAPH;CLIENTNO;FLOAT;-;-
LINK;R12RTISCAPH;CREATEDATE;DATE;-;-
LINK;R12RTISCAPH;CREATEUSER;NVARCHAR2(50);-;-
LINK;R12RTISCAPH;MASSDATA;NUMBER(1,0);-;-
